Image Name,Filter Name,PSNR (dB),SSIM,Route Count
lena_10noise.bmp,Hybrid Filter (HF),43.3,0.9916,1
lena_20noise.bmp,Hybrid Filter (HF),39.32,0.9807,1
lena_40noise.bmp,Hybrid Filter (HF),35.14,0.9546,1
lena_60noise.bmp,Hybrid Filter (HF),31.84,0.9156,1
lena_90noise.bmp,Hybrid Filter (HF),26.07,0.774,3
